ela   Eutypa lata
pfy   Pestalotiopsis fici
ssl   Sclerotinia sclerotiorum
bfu   Botrytis cinerea (Gray mold)
mbe   Drepanopeziza brunnea
psco  Mollisia scopiformis
glz   Glarea lozoyensis
ani   Aspergillus nidulans
afm   Aspergillus fumigatus
act   Aspergillus clavatus
nfi   Aspergillus fischeri
aor   Aspergillus oryzae
ang   Aspergillus niger (black aspergilli)
afv   Aspergillus flavus
aluc  Aspergillus luchuensis
ache  Aspergillus chevalieri
apuu  Aspergillus puulaauensis
pcs   Penicillium rubens
pdp   Penicillium digitatum
tmf   Talaromyces marneffei
trg   Talaromyces rugulosus
cim   Coccidioides immitis
cpw   Coccidioides posadasii
ure   Uncinocarpus reesii
pbl   Paracoccidioides lutzii Pb01
pbn   Paracoccidioides brasiliensis
abe   Trichophyton benhamiae
tve   Trichophyton verrucosum
aje   Histoplasma mississippiense
bgh   Blastomyces gilchristii
pno   Parastagonospora nodorum
pte   Pyrenophora teres
bze   Bipolaris zeicola
bsc   Bipolaris sorokiniana
bor   Bipolaris oryzae
aalt  Alternaria alternata
ztr   Zymoseptoria tritici
pfj   Pseudocercospora fijiensis
ffu   Fulvia fulva
bcom  Baudoinia panamericana
npa   Neofusicoccum parvum
tml   Tuber melanosporum
spo   Schizosaccharomyces pombe (fission yeast)
cne   Cryptococcus neoformans var. neoformans JEC21
cnb   Cryptococcus neoformans var. neoformans B-3501A
cng   Cryptococcus neoformans var. grubii H99
cgi   Cryptococcus gattii
tms   Tremella mesenterica
tasa  Trichosporon asahii var. asahii
ppl   Postia placenta
tvs   Trametes versicolor
dsq   Dichomitus squalens
pco   Phanerochaete carnosa
shs   Stereum hirsutum
hir   Heterobasidion irregulare
psq   Punctularia strigosozonata
adl   Auricularia subglabra
fme   Fomitiporia mediterranea
gtr   Gloeophyllum trabeum
lbc   Laccaria bicolor
cci   Coprinopsis cinerea
abp   Agaricus bisporus var. burnettii JB137-S8
abv   Agaricus bisporus var. bisporus H97
pcub  Psilocybe cubensis (magic mushroom)
mpr   Moniliophthora perniciosa
mrr   Moniliophthora roreri
more  Marasmius oreades (fairy-ring mushroom)
scm   Schizophyllum commune
cput  Coniophora puteana
sla   Serpula lacrymans
wse   Wallemia mellicola
wic   Wallemia ichthyophaga
uma   Ustilago maydis
pfp   Pseudozyma flocculosa
mgl   Malassezia globosa
mrt   Malassezia restricta
msym  Malassezia sympodialis
pgr   Puccinia graminis
mlr   Melampsora larici-populina
ecu   Encephalitozoon cuniculi
ein   Encephalitozoon intestinalis
ehe   Encephalitozoon hellem
ero   Encephalitozoon romaleae
nce   Nosema ceranae
mbr   Monosiga brevicollis
sre   Salpingoeca rosetta
ddi   Dictyostelium discoideum (cellular slime mold)
dpp   Dictyostelium purpureum (cellular slime mold)
dfa   Cavenderia fasciculata (cellular slime mold)
ehi   Entamoeba histolytica
edi   Entamoeba dispar
eiv   Entamoeba invadens
acan  Acanthamoeba castellanii
pfa   Plasmodium falciparum 3D7
pfd   Plasmodium falciparum Dd2
pfh   Plasmodium falciparum HB3
prei  Plasmodium reichenowi
pgab  Plasmodium gaboni
pyo   Plasmodium yoelii
pcb   Plasmodium chabaudi
pbe   Plasmodium berghei
pvv   Plasmodium vinckei vinckei
pkn   Plasmodium knowlesi
pvx   Plasmodium vivax
pcy   Plasmodium cynomolgi
tan   Theileria annulata
tpv   Theileria parva
tot   Theileria orientalis
beq   Theileria equi
bbo   Babesia bovis
bmic  Babesia microti
bbig  Babesia bigemina
cpv   Cryptosporidium parvum
cho   Cryptosporidium hominis
tgo   Toxoplasma gondii
tet   Tetrahymena thermophila
ptm   Paramecium tetraurelia
smin  Breviolum minutum
pti   Phaeodactylum tricornutum
fcy   Fragilariopsis cylindrus
tps   Thalassiosira pseudonana
ngd   Nannochloropsis gaditana
aaf   Aureococcus anophagefferens
pif   Phytophthora infestans
psoj  Phytophthora sojae
spar  Saprolegnia parasitica
ehx   Emiliania huxleyi
gtt   Guillardia theta
tbr   Trypanosoma brucei brucei
tbg   Trypanosoma brucei gambiense
tcr   Trypanosoma cruzi
lma   Leishmania major
lif   Leishmania infantum
ldo   Leishmania donovani
lmi   Leishmania mexicana
lbz   Leishmania braziliensis
lpan  Leishmania panamensis
ngr   Naegleria gruberi
tva   Trichomonas vaginalis
gla   Giardia lamblia
eco   Escherichia coli K-12 MG1655
ecj   Escherichia coli K-12 W3110
ecd   Escherichia coli K-12 DH10B
ebw   Escherichia coli K-12 BW2952
ecok  Escherichia coli K-12 MDS42
ece   Escherichia coli O157:H7 EDL933 (EHEC)
ecs   Escherichia coli O157:H7 Sakai (EHEC)
ecf   Escherichia coli O157:H7 EC4115 (EHEC)
etw   Escherichia coli O157:H7 TW14359 (EHEC)
elx   Escherichia coli O157:H7 Xuzhou21 (EHEC)
eoi   Escherichia coli O111:H- 11128 (EHEC)
eoj   Escherichia coli O26:H11 11368 (EHEC)
eoh   Escherichia coli O103:H2 12009 (EHEC)
ecoo  Escherichia coli O145:H28 RM13514 (EHEC)
ecoh  Escherichia coli O145:H28 RM13516 (EHEC)
esl   Escherichia coli O104:H4 2011C-3493 (EAEC)
eso   Escherichia coli O104:H4 2009EL-2071 (EAEC)
esm   Escherichia coli O104:H4 2009EL-2050 (EAEC)
eck   Escherichia coli 55989 (EAEC)
ecg   Escherichia coli O127:H6 E2348/69 (EPEC)
eok   Escherichia coli O55:H7 CB9615 (EPEC)
elr   Escherichia coli O55:H7 RM12579 (EPEC)
elh   Escherichia coli O78:H11:K80 H10407 (ETEC)
ecw   Escherichia coli O139:H28 E24377A (ETEC)
eun   Escherichia coli UMNK88 (ETEC, porcine)
ecp   Escherichia coli O6:K15:H31 536 (UPEC)
ena   Escherichia coli NA114 (UPEC)
ecos  Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)
ecv   Escherichia coli APEC O1 (APEC)
ecoa  Escherichia coli APEC O78 (APEC)
ecx   Escherichia coli O9 HS (commensal)
ecm   Escherichia coli SMS-3-5 (environmental)
ecy   Escherichia coli O152:H28 SE11 (commensal)
ecr   Escherichia coli O8 IAI1 (commensal)
ecq   Escherichia coli O81 ED1a (commensal)
eum   Escherichia coli O17:K52:H18 UMN026 (ExPEC)
ect   Escherichia coli O7:K1 IAI39 (ExPEC)
eoc   Escherichia coli O7:K1 CE10
ebr   Escherichia coli B REL606
ebl   Escherichia coli BL21(DE3)
ebe   Escherichia coli BL21(DE3)
ebd   Escherichia coli BL21-Gold(DE3)pLysS AG
eci   Escherichia coli O18:K1:H7 UTI89 (UPEC)
eih   Escherichia coli O18:K1:H7 IHE3034 (ExPEC)
ecz   Escherichia coli O45:K1:H7 S88 (ExPEC)
ecc   Escherichia coli O6:K2:H1 CFT073 (UPEC)
elo   Escherichia coli O44:H18 042 (EAEC)
eln   Escherichia coli O83:H1 NRG 857C (AIEC)
ese   Escherichia coli O150:H5 SE15 (commensal)
ecl   Escherichia coli ATCC 8739
eko   Escherichia coli KO11FL
ekf   Escherichia coli KO11FL
eab   Escherichia coli ABU 83972
edh   Escherichia coli DH1
edj   Escherichia coli DH1
elu   Escherichia coli UM146
elw   Escherichia coli W
ell   Escherichia coli W
elc   Escherichia coli clone D i14
eld   Escherichia coli clone D i2
elp   Escherichia coli P12b
elf   Escherichia coli LF82
ecol  Escherichia coli LY180
ecoi  Escherichia coli O18:K1 PMV-1 (ExPEC)
ecoj  Escherichia coli JJ1886
efe   Escherichia fergusonii
eal   Escherichia albertii
ema   Escherichia marmotae
esz   Escherichia sp. E4742
sty   Salmonella enterica subsp. enterica serovar Typhi CT18
stt   Salmonella enterica subsp. enterica serovar Typhi Ty2
sex   Salmonella enterica subsp. enterica serovar Typhi P-stx-12
sent  Salmonella enterica subsp. enterica serovar Typhi Ty21a
stm   Salmonella enterica subsp. enterica serovar Typhimurium LT2
seo   Salmonella enterica subsp. enterica serovar Typhimurium 14028S
sev   Salmonella enterica subsp. enterica serovar Typhimurium D23580
sey   Salmonella enterica subsp. enterica serovar Typhimurium SL1344
sem   Salmonella enterica subsp. enterica serovar Typhimurium T000240
sej   Salmonella enterica subsp. enterica serovar Typhimurium UK-1
seb   Salmonella enterica subsp. enterica serovar Typhimurium ST4/74
sef   Salmonella enterica subsp. enterica serovar Typhimurium 798
setu  Salmonella enterica subsp. enterica serovar Typhimurium U288
setc  Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921
senr  Salmonella enterica subsp. enterica serovar Typhimurium DT2
send  Salmonella enterica subsp. enterica serovar Typhimurium DT104
seni  Salmonella enterica subsp. enterica serovar Typhimurium 138736
seen  Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736
spt   Salmonella enterica subsp. enterica serovar Paratyphi A ATCC9150
sek   Salmonella enterica subsp. enterica serovar Paratyphi A AKU12601
spq   Salmonella enterica subsp. enterica serovar Paratyphi B
sei   Salmonella enterica subsp. enterica serovar Paratyphi C
sec   Salmonella enterica subsp. enterica serovar Choleraesuis
seh   Salmonella enterica subsp. enterica serovar Heidelberg SL476
shb   Salmonella enterica subsp. enterica serovar Heidelberg B182
senh  Salmonella enterica subsp. enterica serovar Heidelberg CFSAN002069
seeh  Salmonella enterica subsp. enterica serovar Heidelberg 41578
see   Salmonella enterica subsp. enterica serovar Newport SL254
senn  Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1
sew   Salmonella enterica subsp. enterica serovar Schwarzengrund
sea   Salmonella enterica subsp. enterica serovar Agona SL483
sens  Salmonella enterica subsp. enterica serovar Agona 24249
sed   Salmonella enterica subsp. enterica serovar Dublin
seg   Salmonella enterica subsp. enterica serovar Gallinarum 287/91
sel   Salmonella enterica subsp. enterica serovar Gallinarum/pullorum RKS5078
sega  Salmonella enterica subsp. enterica serovar Gallinarum/pullorum CDC1983-67
set   Salmonella enterica subsp. enterica serovar Enteritidis P125109
sena  Salmonella enterica subsp. enterica serovar Enteritidis EC20090135
seno  Salmonella enterica subsp. enterica serovar Enteritidis EC20090193
senv  Salmonella enterica subsp. enterica serovar Enteritidis EC20090332
senq  Salmonella enterica subsp. enterica serovar Enteritidis EC20090531
senl  Salmonella enterica subsp. enterica serovar Enteritidis OLF-SE1-1019-1
senj  Salmonella enterica subsp. enterica serovar Javiana
seec  Salmonella enterica subsp. enterica serovar Cubana
seeb  Salmonella enterica subsp. enterica serovar Bareilly
seep  Salmonella enterica subsp. enterica serovar Pullorum
senb  Salmonella enterica subsp. enterica serovar Bovismorbificans
sene  Salmonella enterica subsp. enterica serovar Thompson
senc  Salmonella enterica subsp. enterica serovar Tennessee
ses   Salmonella enterica subsp. arizonae
sbg   Salmonella bongori NCTC 12419
sbz   Salmonella bongori N268-08
sbv   Salmonella bongori serovar 48:z41:--
salz  Salmonella sp. SSDFZ69
sfl   Shigella flexneri 301 (serotype 2a)
sfx   Shigella flexneri 2457T (serotype 2a)
sfv   Shigella flexneri 8401 (serotype 5b)
sfe   Shigella flexneri 2002017 (serotype Fxv)
sfn   Shigella flexneri 2003036
sfs   Shigella flexneri Shi06HN006 (serotype Yv)
sft   Shigella flexneri NCTC1 (serotype 2a)
ssn   Shigella sonnei Ss046
sbo   Shigella boydii Sb227 (serotype 4)
sbc   Shigella boydii CDC 3083-94 (serotype 18)
sdy   Shigella dysenteriae Sd197
sdz   Shigella dysenteriae 1617 (serotype 1)
shq   Shigella sp. PAMC 28760
enc   Enterobacter cloacae subsp. cloacae ATCC 13047
enl   Enterobacter cloacae subsp. dissolvens SDM
eclg  Enterobacter cloacae GGT036
ecle  Enterobacter cloacae ECNIH2
ecln  Enterobacter cloacae ECNIH4
ecli  Enterobacter cloacae ECNIH5
eclx  Enterobacter hormaechei subsp. xiangfangensis
ecly  Enterobacter hormaechei subsp. steigerwaltii
eclz  Enterobacter hormaechei subsp. hormaechei
eclo  Enterobacter hormaechei NCTC 9394
ehm   Enterobacter hormaechei CAV1176
exf   Enterobacter hormaechei subsp. xiangfangensis
ecla  Enterobacter hormaechei subsp. hoffmannii ECNIH3
eclc  Enterobacter hormaechei subsp. hoffmannii ECR091
eau   Enterobacter asburiae L1
ekb   Enterobacter kobei DSM 13645
eno   Enterobacter kobei ENHKU01
eec   Enterobacter ludwigii EcWSU1
elg   Enterobacter ludwigii EN-119
ecan  Enterobacter cancerogenus
ern   Enterobacter roggenkampii DSM 16690
ecls  Enterobacter roggenkampii 35734
echg  Enterobacter chengduensis
esh   Enterobacter sichuanensis
ent   Enterobacter sp. 638
eas   Enterobacter soli
enr   Enterobacter sp. R4-368
enx   Enterobacter sp. E20
enf   Enterobacter sp. FY-07
lni   Enterobacter sp. SGAir0187
ebg   Enterobacter bugandensis
end   Enterobacter sp. ODB01
enz   Enterobacter sp. T2
ens   Enterobacter sp. DSM 30060
enk   Enterobacter sp. AN-K1
ehu   Enterobacter huaxiensis
emor  Enterobacter mori
enb   Enterobacter sp. N18-03635
esa   Cronobacter sakazakii ATCC BAA-894
csk   Cronobacter sakazakii ES15
csz   Cronobacter sakazakii Sp291
csj   Cronobacter sakazakii ATCC 29544
ccon  Cronobacter condimenti
cdm   Cronobacter dublinensis
csi   Cronobacter malonaticus CMCC45402
cmj   Cronobacter malonaticus LMG 23826
cui   Cronobacter universalis
cmw   Cronobacter muytjensii
ctu   Cronobacter turicensis
kpn   Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (serotype K52)
kpu   Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 (serotype K1)
kpm   Klebsiella pneumoniae subsp. pneumoniae HS11286
kpp   Klebsiella pneumoniae subsp. pneumoniae 1084 (serotype K1)
kph   Klebsiella pneumoniae subsp. pneumoniae KPNIH24
kpz   Klebsiella pneumoniae subsp. pneumoniae KPNIH27
kpv   Klebsiella pneumoniae subsp. pneumoniae KPNIH29
kpw   Klebsiella pneumoniae subsp. pneumoniae KPNIH30
kpy   Klebsiella pneumoniae subsp. pneumoniae KPNIH31
kpg   Klebsiella pneumoniae subsp. pneumoniae KPNIH32
kpc   Klebsiella pneumoniae subsp. pneumoniae KPNIH10
kpq   Klebsiella pneumoniae subsp. pneumoniae KPR0928
kpt   Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1
kpo   Klebsiella pneumoniae KCTC 2242
kpr   Klebsiella pneumoniae subsp. rhinoscleromatis SB3432
kpj   Klebsiella pneumoniae JM45
kpi   Klebsiella pneumoniae CG43
kpa   Klebsiella pneumoniae 30660/NJST258_1
kps   Klebsiella pneumoniae 30684/NJST258_2
kpx   Klebsiella pneumoniae PMK1
kpb   Klebsiella pneumoniae blaNDM-1
kpne  Klebsiella pneumoniae 32192
kpnu  Klebsiella pneumoniae 34618
kpnk  Klebsiella pneumoniae Kp52.145
kva   Klebsiella variicola At-22
kpe   Klebsiella variicola 342
kpk   Klebsiella variicola KP5-1
kvd   Klebsiella variicola DX120E
kvq   Klebsiella variicola DSM 15968
kox   Klebsiella michiganensis KCTC 1686
koe   Klebsiella michiganensis E718
koy   Klebsiella michiganensis HKOPL1
kom   Klebsiella michiganensis M1
kmi   Klebsiella michiganensis RC10
kok   Klebsiella oxytoca KONIH1
koc   Klebsiella oxytoca CAV1374
kqu   Klebsiella quasipneumoniae
eae   Klebsiella aerogenes KCTC 2190
ear   Klebsiella aerogenes EA1509E
kqv   Klebsiella quasivariicola
kll   Klebsiella sp. LTGPAF-6F
klw   Klebsiella huaxiensis
kar   Klebsiella africana
kgr   Klebsiella grimontii
ror   Raoultella ornithinolytica B6
ron   Raoultella ornithinolytica S12
rpln  Raoultella planticola
rao   Raoultella sp. X13
rtg   Raoultella terrigena
ree   Raoultella electrica
cro   Citrobacter rodentium
cko   Citrobacter koseri
cfd   Citrobacter freundii
cbra  Citrobacter braakii
cwe   Citrobacter werkmanii
cyo   Citrobacter youngae
cpot  Citrobacter portucalensis
cfq   Citrobacter freundii complex sp. CFNIH3
csed  Citrobacter sedlakii
cama  Citrobacter amalonaticus Y19
caf   Citrobacter amalonaticus FDAARGOS_165
cif   Citrobacter sp. FDAARGOS_156
cfar  Citrobacter farmeri
cir   Citrobacter sp. CFNIH10
cie   Citrobacter sp. CRE-46
cpar  Citrobacter pasteurii
ctel  Citrobacter telavivensis
citz  Citrobacter tructae
cars  Citrobacter arsenatis
bfl   Candidatus Blochmannia floridanus
bpn   Candidatus Blochmannia pennsylvanicus
bva   Candidatus Blochmannia vafer
bchr  Candidatus Blochmannia chromaiodes
bhb   Candidatus Blochmannia herculeanus
bvx   Candidatus Blochmannia vicinus
ben   Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757
bed   Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675
bec   Blochmannia endosymbiont of Colobopsis nipponica
bem   Blochmannia endosymbiont of Camponotus modoc
bocr  Candidatus Blochmannia ocreatus
hde   Candidatus Hamiltonella defensa (Acyrthosiphon pisum)
sect  Secondary endosymbiont of Ctenarytaina eucalypti
sehc  Secondary endosymbiont of Heteropsylla cubana
senm  Secondary endosymbiont of Trabutina mannipara
rip   Candidatus Riesia pediculicola
rig   Candidatus Riesia sp. GBBU
men   Candidatus Moranella endobia PCIT
meo   Candidatus Moranella endobia PCVAL
ebt   Shimwellia blattae
cnt   Cedecea neteri SSMD04
cem   Cedecea neteri M006
cen   Cedecea neteri ND14a
clap  Cedecea lapagei
pge   Pluralibacter gergoviae
esc   Enterobacter lignolyticus SCF1
kle   Enterobacter lignolyticus G5
ksa   Kosakonia sacchari
kor   Kosakonia oryzae
krd   Kosakonia radicincitans
kco   Kosakonia cowanii
kot   Kosakonia sp. CCTCC M2018092
kpse  Kosakonia pseudosacchari
kob   Kosakonia sp. SMBL-WEM22
kgo   Kluyvera genomosp. 3
kie   Kluyvera intermedia
kas   Kluyvera ascorbata
icp   Candidatus Ishikawaella capsulata
lax   Leclercia adecarboxylata
lei   Leclercia sp. LSNIH1
leh   Leclercia sp. LSNIH3
lee   Leclercia sp. W17
ler   Leclercia sp. Colony189
lea   Leclercia sp. J807
lpnu  Leclercia pneumoniae
laz   Lelliottia amnigena
lef   Lelliottia jeotgali
lew   Lelliottia sp. WB101
buf   Buttiauxella sp. 3AFRM03
bage  Buttiauxella agrestis
bft   Buttiauxella ferragutiae
sbw   Candidatus Tachikawaea gelatinosa
den   Candidatus Doolittlea endobia
hed   Candidatus Hoaglandella endobia
ged   Candidatus Gullanella endobia
cmik  Candidatus Mikella endobia
ppet  Candidatus Purcelliella pentastirinorum
sym   Symbiopectobacterium purcellii
apin  Candidatus Annandia pinicola
mety  Metakosakonia sp. MRY16-398
ahn   Atlantibacter hermannii
asub  Atlantibacter subterranea
yre   Yokenella regensburgei
sgoe  Scandinavium goeteborgense
kin   Phytobacter ursingii
pdz   Phytobacter diazotrophicus
izh   Jejubacter calystegiae
ptf   Candidatus Profftia tarda
plar  Candidatus Profftia lariciata
sny   Candidatus Schneideria nysicola
pshi  Plesiomonas shigelloides
psgc  Pseudocitrobacter corydidari
scol  Siccibacter colletis
ebf   Enterobacteriaceae bacterium FGI 57
ebc   Enterobacteriaceae bacterium ENNIH2
ebu   Enterobacteriaceae bacterium S05
psts  Plautia stali symbiont
eep   Enterobacteriaceae endosymbiont of Plateumaris pusilla
eem   Enterobacteriaceae endosymbiont of Macroplea mutica
ype   Yersinia pestis CO92 (biovar Orientalis)
